bhattacharyya,chebyshev,cosine_dist,euclidian,frame,hamming,kl_div,manhattan,mu_augment,mu_original,sigma_augment,sigma_original,ssim_dist,step,file
-17.54324393081665,200.088,0.001493245840072582,26747.8573984375,501.0,476070.604,4969606.329,15231094.198,74.90345260620117,74.90226368713378,33.18810745239258,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-1.8/seed_2/2024-05-21_16-27-54/augment.csv
-17.54326985549927,199.86,0.0012939356565474962,26729.97905859375,501.0,470998.962,4964097.574,15207411.982,74.90169245910644,74.90226368713378,33.18766312408447,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-1.6/seed_2/2024-05-21_16-27-12/augment.csv
-17.543392463684082,199.212,0.0006893430948256949,26670.923265625,501.0,447319.268,4942988.758,15123715.9,74.90153158569336,74.90226368713378,33.1874585723877,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-1.1/seed_2/2024-05-21_16-25-30/augment.csv
-17.543271369934082,200.058,0.0013919013738631714,26739.15905859375,501.0,473943.83,4965629.394,15220000.652,74.90476196289063,74.90226368713378,33.18742140197754,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-1.7/seed_2/2024-05-21_16-27-33/augment.csv
-17.543226299285887,200.126,0.0016424218416213492,26761.02854296875,501.0,478066.624,4973222.759,15242831.284,74.90447402954102,74.90226368713378,33.18904689788818,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-1.9/seed_2/2024-05-21_16-28-15/augment.csv
-17.54288977813721,211.598,0.003731817722320508,26946.33228125,501.0,503437.228,5035736.318,15410535.038,74.91246357727051,74.90226368713378,33.18918579864502,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-3/seed_2/2024-05-21_16-12-59/augment.csv
-17.542602996826172,212.182,0.005455945014953564,27119.2108046875,501.0,519126.582,5093050.799,15553934.63,74.92601661682129,74.90226368713378,33.19516091156006,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-4/seed_2/2024-05-21_16-13-22/augment.csv
-17.54236082458496,212.334,0.006871400237083387,27271.2658671875,501.0,531254.258,5142217.961,15676595.946,74.93899668884278,74.90226368713378,33.196002822875975,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-5/seed_2/2024-05-21_16-13-43/augment.csv
-17.54323147583008,200.236,0.0017640674114226809,26771.04484375,501.0,479704.76,4974347.287,15252114.5,74.9079786529541,74.90226368713378,33.189540992736816,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-2/seed_2/2024-05-21_16-28-35/augment.csv
-17.540400833129883,221.696,0.020588101029396007,28825.01399609375,501.0,561106.828,5608258.287,16815646.796,75.16050987243652,74.90226368713378,33.2569970703125,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-14/seed_2/2024-05-21_16-16-54/augment.csv
-17.540630115509032,221.54,0.019221928000450084,28658.199796875,501.0,560383.14,5555606.347,16696128.706,75.1373776397705,74.90226368713378,33.22864013671875,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-13/seed_2/2024-05-21_16-16-32/augment.csv
-17.543642238616943,199.154,0.0,26577.30837890625,501.0,382984.648,4900666.871,14913715.48,74.90226368713378,74.90226368713378,33.18839166259766,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-0.5/seed_2/2024-05-21_16-19-25/augment.csv
-17.543642238616943,199.154,0.0,26577.30837890625,501.0,382984.648,4900666.871,14913715.48,74.90226368713378,74.90226368713378,33.18839166259766,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-0.2/seed_2/2024-05-21_16-18-22/augment.csv
-17.543227436065674,200.354,0.0018650871515273548,26783.69040625,501.0,481586.274,4977208.824,15265296.954,74.91172218322754,74.90226368713378,33.18973159790039,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-2.1/seed_2/2024-05-21_16-28-56/augment.csv
-17.54067263031006,221.316,0.017905307292938183,28504.99427734375,501.0,559183.696,5522406.82,16581939.304,75.09246453857422,74.90226368713378,33.22144529724121,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-12/seed_2/2024-05-21_16-16-11/augment.csv
-17.5403426322937,221.872,0.02174713158607478,28976.8163203125,501.0,561906.486,5644768.432,16934265.608,75.2057274017334,74.90226368713378,33.25727204895019,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-15/seed_2/2024-05-21_16-17-15/augment.csv
-17.543642238616943,199.154,0.0,26577.30837890625,501.0,382984.648,4900666.871,14913715.48,74.90226368713378,74.90226368713378,33.18839166259766,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-0.3/seed_2/2024-05-21_16-18-42/augment.csv
-17.543642238616943,199.154,0.0,26577.30837890625,501.0,382984.648,4900666.871,14913715.48,74.90226368713378,74.90226368713378,33.18839166259766,33.18839166259766,0.0,250.5,exp-rot/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-rotate-0.4/seed_2/2024-05-21_16-19-04/augment.csv
