bhattacharyya,chebyshev,cosine_dist,euclidian,frame,hamming,kl_div,manhattan,mu_augment,mu_original,sigma_augment,sigma_original,ssim_dist,step,file
-17.562448371887207,222.886,0.013505112290382338,28922.2795625,501.0,561212.2,3620447.5555,16993629.168,78.37158445739746,74.90226368713378,34.59261100769043,33.18839166259766,0.0,250.5,exp-zoom/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-zoom-1.2/seed_2/2024-05-26_14-49-17/augment.csv
-17.586116539001466,223.18,0.026916999220848038,31593.8098203125,501.0,565517.32,1918115.6825,18955883.06,82.74442164611817,74.90226368713378,35.33272137451172,33.18839166259766,0.0,250.5,exp-zoom/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-zoom-1.5/seed_2/2024-05-26_14-50-19/augment.csv
-17.533432147979735,211.95,0.004698408246040296,26836.53716015625,501.0,544778.746,5872659.572,15494208.902,73.55247123718262,74.90226368713378,32.43938449859619,33.18839166259766,0.0,250.5,exp-zoom/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-zoom-0.9/seed_2/2024-05-26_14-47-30/augment.csv
-17.609697101593017,223.566,0.052826028108596754,35943.250953125,501.0,566654.574,395245.17925,21657988.02,87.75185395812989,74.90226368713378,36.64614520263672,33.18839166259766,0.0,250.5,exp-zoom/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-zoom-2.4/seed_2/2024-05-26_14-53-12/augment.csv
-17.60836825942993,223.48,0.05053453588485714,35618.2389296875,501.0,566709.026,468397.32225,21460527.036,87.43421546936035,74.90226368713378,36.567485244750976,33.18839166259766,0.0,250.5,exp-zoom/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-zoom-2.3/seed_2/2024-05-26_14-52-54/augment.csv
-17.508768409729004,217.488,0.01686582899093623,27762.84777734375,501.0,563153.456,8231172.083,16379332.262,70.41596896362304,74.90226368713378,30.687500568389893,33.18839166259766,0.0,250.5,exp-zoom/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-zoom-0.7/seed_2/2024-05-26_14-46-31/augment.csv
-17.448998050689696,225.912,0.030229857802391003,29102.16573046875,501.0,565607.836,13549080.4,17202375.996,62.788371475219726,74.90226368713378,25.224808120727538,33.18839166259766,0.0,250.5,exp-zoom/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-zoom-0.1/seed_2/2024-05-26_14-44-42/augment.csv
-17.496744682312013,217.856,0.021265249371528575,28130.21896875,501.0,564078.814,9347385.772,16649477.04,68.88315608215332,74.90226368713378,29.781138240814208,33.18839166259766,0.0,250.5,exp-zoom/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-zoom-0.6/seed_2/2024-05-26_14-46-11/augment.csv
-17.606487522125246,223.446,0.04697130465507503,35093.6021015625,501.0,566736.224,560065.77075,21145783.896,86.96433721923827,74.90226368713378,36.43613779449463,33.18839166259766,0.0,250.5,exp-zoom/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-zoom-2.2/seed_2/2024-05-26_14-52-35/augment.csv
-17.520717990875244,220.94,0.012242621660232494,27439.29515625,501.0,558958.138,7116464.624,16037006.48,71.96069703674317,74.90226368713378,31.546242362976074,33.18839166259766,0.0,250.5,exp-zoom/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-zoom-0.8/seed_2/2024-05-26_14-46-49/augment.csv
-17.61133126449585,225.696,0.056431450366973834,36425.695265625,501.0,566652.56,306608.52475,21913658.436,88.15325715637206,74.90226368713378,36.865715675354004,33.18839166259766,0.0,250.5,exp-zoom/pendulum_swingup_augment_stats/drqv2_aug_pixels-True-zoom-2.5/seed_2/2024-05-26_14-53-30/augment.csv
